0,0,,,
0.00314158,0.001,,,
0.00628313,0.002,,,
0.00942459,0.003,,,
0.0125659,0.004,,0.231,0.646036
0.0157071,0.005,,1.602,0.0296105
0.0188481,0.006,,3.251,0.705078
0.0219888,0.007,,4.654,-0.0516587
0.0251293,0.008,,6.268,0.745844
0.0282694,0.009,,7.708,-0.115499
0.0314092,0.01,,9.284,0.770746
0.0345485,0.011,,10.765,-0.153813
0.0376874,0.012,,12.299,0.778468
0.0408259,0.013,,13.821,-0.165786
0.0439638,0.014,,15.314,0.770163
0.0471011,0.015,,16.878,-0.145904
0.0502378,0.016,,18.328,0.743493
0.0533739,0.017,,19.933,-0.0978664
0.0565093,0.018,,,
0.059644,0.019,,,
0.0627779,0.02,,,
0.065911,0.021,,,
0.0690433,0.022,,,
0.0721746,0.023,,,
0.075305,0.024,,,
0.0784345,0.025,,,
0.081563,0.026,,,
0.0846904,0.027,,,
0.0878167,0.028,,,
0.0909419,0.029,,,
0.0940659,0.03,,,
0.0971887,0.031,,,
0.10031,0.032,,,
0.103431,0.033,,,
0.106549,0.034,,,
0.109667,0.035,,,
0.112783,0.036,,,
0.115898,0.037,,,
0.119011,0.038,,,
0.122123,0.039,,,
0.125233,0.04,,,
0.128341,0.041,,,
0.131448,0.042,,,
0.134553,0.043,,,
0.137657,0.044,,,
0.140758,0.045,,,
0.143858,0.046,,,
0.146956,0.047,,,
0.150052,0.048,,,
0.153147,0.049,,,
0.156239,0.05,,,
0.159329,0.051,,,
0.162417,0.052,,,
0.165503,0.053,,,
0.168587,0.054,,,
0.171669,0.055,,,
0.174749,0.056,,,
0.177826,0.057,,,
0.180901,0.058,,,
0.183974,0.059,,,
0.187044,0.06,,,
0.190112,0.061,,,
0.193177,0.062,,,
0.19624,0.063,,,
0.199301,0.064,,,
0.202359,0.065,,,
0.205414,0.066,,,
0.208467,0.067,,,
0.211517,0.068,,,
0.214564,0.069,,,
0.217609,0.07,,,
0.220651,0.071,,,
0.22369,0.072,,,
0.226726,0.073,,,
0.229759,0.074,,,
0.232789,0.075,,,
0.235816,0.076,,,
0.23884,0.077,,,
0.241861,0.078,,,
0.244879,0.079,,,
0.247894,0.08,,,
0.250906,0.081,,,
0.253914,0.082,,,
0.25692,0.083,,,
0.259922,0.084,,,
0.26292,0.085,,,
0.265915,0.086,,,
0.268907,0.087,,,
0.271896,0.088,,,
0.27488,0.089,,,
0.277862,0.09,,,
0.28084,0.091,,,
0.283814,0.092,,,
0.286784,0.093,,,
0.289751,0.094,,,
0.292714,0.095,,,
0.295674,0.096,,,
0.298629,0.097,,,
0.301581,0.098,,,
0.304529,0.099,,,
0.307473,0.1,,,
0.310413,0.101,,,
0.313349,0.102,,,
0.316281,0.103,,,
0.319209,0.104,,,
0.322133,0.105,,,
0.325053,0.106,,,
0.327969,0.107,,,
0.33088,0.108,,,
0.333787,0.109,,,
0.33669,0.11,,,
0.339589,0.111,,,
0.342483,0.112,,,
0.345373,0.113,,,
0.348259,0.114,,,
0.35114,0.115,,,
0.354016,0.116,,,
0.356888,0.117,,,
0.359756,0.118,,,
0.362619,0.119,,,
0.365477,0.12,,,
0.368331,0.121,,,
0.371179,0.122,,,
0.374023,0.123,,,
0.376863,0.124,,,
0.379697,0.125,,,
0.382527,0.126,,,
0.385352,0.127,,,
0.388172,0.128,,,
0.390986,0.129,,,
0.393796,0.13,,,
0.396601,0.131,,,
0.399401,0.132,,,
0.402196,0.133,,,
0.404985,0.134,,,
0.40777,0.135,,,
0.410549,0.136,,,
0.413323,0.137,,,
0.416092,0.138,,,
0.418855,0.139,,,
0.421613,0.14,,,
0.424366,0.141,,,
0.427113,0.142,,,
0.429855,0.143,,,
0.432591,0.144,,,
0.435322,0.145,,,
0.438047,0.146,,,
0.440767,0.147,,,
0.443481,0.148,,,
0.44619,0.149,,,
0.448892,0.15,,,
0.451589,0.151,,,
0.454281,0.152,,,
0.456966,0.153,,,
0.459646,0.154,,,
0.46232,0.155,,,
0.464988,0.156,,,
0.46765,0.157,,,
0.470306,0.158,,,
0.472956,0.159,,,
0.4756,0.16,,,
0.478238,0.161,,,
0.48087,0.162,,,
0.483496,0.163,,,
0.486116,0.164,,,
0.488729,0.165,,,
0.491336,0.166,,,
0.493938,0.167,,,
0.496532,0.168,,,
0.499121,0.169,,,
0.501703,0.17,,,
0.504279,0.171,,,
0.506848,0.172,,,
0.509411,0.173,,,
0.511968,0.174,,,
0.514518,0.175,,,
0.517061,0.176,,,
0.519598,0.177,,,
0.522129,0.178,,,
0.524652,0.179,,,
0.527169,0.18,,,
0.52968,0.181,,,
0.532184,0.182,,,
0.53468,0.183,,,
0.537171,0.184,,,
0.539654,0.185,,,
0.542131,0.186,,,
0.5446,0.187,,,
0.547063,0.188,,,
0.549519,0.189,,,
0.551968,0.19,,,
0.55441,0.191,,,
0.556845,0.192,,,
0.559273,0.193,,,
0.561693,0.194,,,
0.564107,0.195,,,
0.566514,0.196,,,
0.568913,0.197,,,
0.571305,0.198,,,
0.57369,0.199,,,
0.576068,0.2,,,
0.578439,0.201,,,
0.580802,0.202,,,
0.583158,0.203,,,
0.585506,0.204,,,
0.587848,0.205,,,
0.590181,0.206,,,
0.592508,0.207,,,
0.594826,0.208,,,
0.597138,0.209,,,
0.599442,0.21,,,
0.601738,0.211,,,
0.604027,0.212,,,
0.606308,0.213,,,
0.608581,0.214,,,
0.610847,0.215,,,
0.613105,0.216,,,
0.615355,0.217,,,
0.617598,0.218,,,
0.619833,0.219,,,
0.62206,0.22,,,
0.624279,0.221,,,
0.626491,0.222,,,
0.628694,0.223,,,
0.63089,0.224,,,
0.633078,0.225,,,
0.635257,0.226,,,
0.637429,0.227,,,
0.639593,0.228,,,
0.641749,0.229,,,
0.643897,0.23,,,
0.646036,0.231,,,
0.648168,0.232,,,
0.650291,0.233,,,
0.652407,0.234,,,
0.654514,0.235,,,
0.656613,0.236,,,
0.658704,0.237,,,
0.660786,0.238,,,
0.66286,0.239,,,
0.664926,0.24,,,
0.666984,0.241,,,
0.669033,0.242,,,
0.671074,0.243,,,
0.673106,0.244,,,
0.675131,0.245,,,
0.677146,0.246,,,
0.679153,0.247,,,
0.681152,0.248,,,
0.683142,0.249,,,
0.685124,0.25,,,
0.687097,0.251,,,
0.689062,0.252,,,
0.691018,0.253,,,
0.692965,0.254,,,
0.694904,0.255,,,
0.696834,0.256,,,
0.698756,0.257,,,
0.700668,0.258,,,
0.702572,0.259,,,
0.704468,0.26,,,
0.706354,0.261,,,
0.708232,0.262,,,
0.710101,0.263,,,
0.711961,0.264,,,
0.713812,0.265,,,
0.715654,0.266,,,
0.717488,0.267,,,
0.719312,0.268,,,
0.721128,0.269,,,
0.722935,0.27,,,
0.724733,0.271,,,
0.726521,0.272,,,
0.728301,0.273,,,
0.730072,0.274,,,
0.731833,0.275,,,
0.733586,0.276,,,
0.73533,0.277,,,
0.737064,0.278,,,
0.738789,0.279,,,
0.740505,0.28,,,
0.742213,0.281,,,
0.74391,0.282,,,
0.745599,0.283,,,
0.747278,0.284,,,
0.748949,0.285,,,
0.75061,0.286,,,
0.752261,0.287,,,
0.753904,0.288,,,
0.755537,0.289,,,
0.757161,0.29,,,
0.758775,0.291,,,
0.76038,0.292,,,
0.761976,0.293,,,
0.763563,0.294,,,
0.76514,0.295,,,
0.766707,0.296,,,
0.768265,0.297,,,
0.769814,0.298,,,
0.771353,0.299,,,
0.772883,0.3,,,
0.774403,0.301,,,
0.775914,0.302,,,
0.777415,0.303,,,
0.778907,0.304,,,
0.780389,0.305,,,
0.781862,0.306,,,
0.783325,0.307,,,
0.784778,0.308,,,
0.786222,0.309,,,
0.787656,0.31,,,
0.789081,0.311,,,
0.790496,0.312,,,
0.791901,0.313,,,
0.793296,0.314,,,
0.794682,0.315,,,
0.796058,0.316,,,
0.797425,0.317,,,
0.798781,0.318,,,
0.800128,0.319,,,
0.801466,0.32,,,
0.802793,0.321,,,
0.804111,0.322,,,
0.805418,0.323,,,
0.806716,0.324,,,
0.808005,0.325,,,
0.809283,0.326,,,
0.810552,0.327,,,
0.81181,0.328,,,
0.813059,0.329,,,
0.814298,0.33,,,
0.815527,0.331,,,
0.816746,0.332,,,
0.817955,0.333,,,
0.819155,0.334,,,
0.820344,0.335,,,
0.821524,0.336,,,
0.822693,0.337,,,
0.823853,0.338,,,
0.825002,0.339,,,
0.826142,0.34,,,
0.827271,0.341,,,
0.828391,0.342,,,
0.829501,0.343,,,
0.8306,0.344,,,
0.83169,0.345,,,
0.832769,0.346,,,
0.833839,0.347,,,
0.834898,0.348,,,
0.835948,0.349,,,
0.836987,0.35,,,
0.838016,0.351,,,
0.839035,0.352,,,
0.840044,0.353,,,
0.841043,0.354,,,
0.842032,0.355,,,
0.843011,0.356,,,
0.843979,0.357,,,
0.844938,0.358,,,
0.845886,0.359,,,
0.846824,0.36,,,
0.847752,0.361,,,
0.84867,0.362,,,
0.849578,0.363,,,
0.850476,0.364,,,
0.851363,0.365,,,
0.85224,0.366,,,
0.853107,0.367,,,
0.853964,0.368,,,
0.854811,0.369,,,
0.855647,0.37,,,
0.856474,0.371,,,
0.85729,0.372,,,
0.858096,0.373,,,
0.858891,0.374,,,
0.859677,0.375,,,
0.860452,0.376,,,
0.861217,0.377,,,
0.861971,0.378,,,
0.862716,0.379,,,
0.86345,0.38,,,
0.864174,0.381,,,
0.864888,0.382,,,
0.865591,0.383,,,
0.866285,0.384,,,
0.866968,0.385,,,
0.86764,0.386,,,
0.868303,0.387,,,
0.868955,0.388,,,
0.869597,0.389,,,
0.870229,0.39,,,
0.87085,0.391,,,
0.871461,0.392,,,
0.872062,0.393,,,
0.872653,0.394,,,
0.873233,0.395,,,
0.873803,0.396,,,
0.874363,0.397,,,
0.874913,0.398,,,
0.875452,0.399,,,
0.875981,0.4,,,
0.876499,0.401,,,
0.877008,0.402,,,
0.877506,0.403,,,
0.877994,0.404,,,
0.878471,0.405,,,
0.878939,0.406,,,
0.879396,0.407,,,
0.879842,0.408,,,
0.880279,0.409,,,
0.880705,0.41,,,
0.881121,0.411,,,
0.881527,0.412,,,
0.881922,0.413,,,
0.882307,0.414,,,
0.882682,0.415,,,
0.883047,0.416,,,
0.883401,0.417,,,
0.883745,0.418,,,
0.884079,0.419,,,
0.884402,0.42,,,
0.884716,0.421,,,
0.885019,0.422,,,
0.885312,0.423,,,
0.885594,0.424,,,
0.885866,0.425,,,
0.886129,0.426,,,
0.88638,0.427,,,
0.886622,0.428,,,
0.886853,0.429,,,
0.887075,0.43,,,
0.887286,0.431,,,
0.887486,0.432,,,
0.887677,0.433,,,
0.887857,0.434,,,
0.888028,0.435,,,
0.888188,0.436,,,
0.888337,0.437,,,
0.888477,0.438,,,
0.888607,0.439,,,
0.888726,0.44,,,
0.888835,0.441,,,
0.888934,0.442,,,
0.889023,0.443,,,
0.889101,0.444,,,
0.88917,0.445,,,
0.889228,0.446,,,
0.889277,0.447,,,
0.889315,0.448,,,
0.889343,0.449,,,
0.889361,0.45,,,
0.889369,0.451,,,
0.889367,0.452,,,
0.889354,0.453,,,
0.889332,0.454,,,
0.8893,0.455,,,
0.889257,0.456,,,
0.889205,0.457,,,
0.889142,0.458,,,
0.889069,0.459,,,
0.888987,0.46,,,
0.888894,0.461,,,
0.888791,0.462,,,
0.888679,0.463,,,
0.888556,0.464,,,
0.888424,0.465,,,
0.888281,0.466,,,
0.888129,0.467,,,
0.887966,0.468,,,
0.887794,0.469,,,
0.887611,0.47,,,
0.887419,0.471,,,
0.887217,0.472,,,
0.887005,0.473,,,
0.886783,0.474,,,
0.886551,0.475,,,
0.88631,0.476,,,
0.886058,0.477,,,
0.885797,0.478,,,
0.885526,0.479,,,
0.885245,0.48,,,
0.884954,0.481,,,
0.884653,0.482,,,
0.884343,0.483,,,
0.884023,0.484,,,
0.883693,0.485,,,
0.883353,0.486,,,
0.883004,0.487,,,
0.882645,0.488,,,
0.882276,0.489,,,
0.881897,0.49,,,
0.881509,0.491,,,
0.881111,0.492,,,
0.880704,0.493,,,
0.880287,0.494,,,
0.87986,0.495,,,
0.879424,0.496,,,
0.878978,0.497,,,
0.878522,0.498,,,
0.878057,0.499,,,
0.877583,0.5,,,
0.877098,0.501,,,
0.876605,0.502,,,
0.876101,0.503,,,
0.875589,0.504,,,
0.875067,0.505,,,
0.874535,0.506,,,
0.873994,0.507,,,
0.873443,0.508,,,
0.872883,0.509,,,
0.872314,0.51,,,
0.871735,0.511,,,
0.871147,0.512,,,
0.87055,0.513,,,
0.869943,0.514,,,
0.869327,0.515,,,
0.868701,0.516,,,
0.868067,0.517,,,
0.867423,0.518,,,
0.866769,0.519,,,
0.866107,0.52,,,
0.865435,0.521,,,
0.864754,0.522,,,
0.864064,0.523,,,
